Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,970,0,0,5.864948453614188,0,31.9999999992433,16.0,16.169779914006288,0.0,32,32
GET,/square/1,953,0,0,5.611752360965327,0,16.00000000144064,13.0,15.886392018606177,0.0,16,16
GET,/square/10,952,0,0,5.31092436975033,0,31.000000000858563,15.0,15.86972214240617,0.0,31,31
GET,/square/2,953,1,0,5.32948583422847,0,16.00000000144064,12.986358866736621,15.886392018606177,0.01666987620000648,16,16
GET,/square/3,953,1,0,6.16054564534495,0,30.999999999039574,12.986358866736621,15.886392018606177,0.01666987620000648,31,31
GET,/square/4,953,0,0,5.334732423930954,0,31.000000000858563,14.0,15.886392018606177,0.0,31,31
GET,/square/5,953,0,0,5.384050367251111,0,31.000000000858563,14.0,15.886392018606177,0.0,31,31
GET,/square/6,953,0,0,6.209863588649837,0,31.000000000858563,14.0,15.886392018606177,0.0,31,31
GET,/square/7,953,0,0,5.309548793280014,0,16.00000000144064,14.0,15.886392018606177,0.0,16,16
GET,/square/8,952,0,0,5.748949579791762,0,31.000000000858563,14.0,15.86972214240617,0.0,31,31
GET,/square/9,952,0,0,5.796218487406453,0,30.999999999039574,14.0,15.86972214240617,0.0,31,31
,Aggregated,10497,2,0,5.642278746307503,0,31.9999999992433,14.000666857197295,174.98369047146804,0.03333975240001296,32,32
