Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,921,0,0,6.0076004342664815,0,16.00000000325963,16.0,15.352947315525057,0.0,16,16
GET,/square/1,895,0,0,5.98547486029045,0,16.00000000325963,13.0,14.91953077893043,0.0,16,16
GET,/square/10,894,0,0,5.91946308733928,0,30.999999995401595,15.0,14.902860912138328,0.0,31,31
GET,/square/2,894,0,0,5.91834451898024,0,31.9999999992433,13.0,14.902860912138328,0.0,32,32
GET,/square/3,894,0,0,5.97315436235523,0,31.000000002677552,13.0,14.902860912138328,0.0,31,31
GET,/square/4,894,0,0,5.768456375870635,0,16.00000000325963,14.0,14.902860912138328,0.0,16,16
GET,/square/5,894,0,0,6.195749440736979,0,47.00000000593718,14.0,14.902860912138328,0.0,47,47
GET,/square/6,894,0,0,6.183445190154842,0,30.999999995401595,14.0,14.902860912138328,0.0,31,31
GET,/square/7,894,0,0,5.753914988887826,0,31.9999999992433,14.0,14.902860912138328,0.0,32,32
GET,/square/8,894,0,0,6.2326621923938665,0,16.00000000325963,14.0,14.902860912138328,0.0,16,16
GET,/square/9,894,0,0,6.043624161047652,0,31.000000002677552,14.0,14.902860912138328,0.0,31,31
,Aggregated,9862,0,0,5.998377611032517,0,47.00000000593718,14.005374163455688,164.39822630370043,0.0,47,47
