Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,905,0,0,5.958011049675325,0,31.000000002677552,16.0,15.08543581396635,0.0,31,31
GET,/square/1,911,0,0,5.546652030735328,0,16.00000000325963,13.0,15.18544975306447,0.0,16,16
GET,/square/10,910,0,0,6.28241758238221,0,30.999999995401595,15.0,15.168780763214782,0.0,31,31
GET,/square/2,911,0,0,5.9154774974106425,0,31.000000002677552,13.0,15.18544975306447,0.0,31,31
GET,/square/3,910,0,0,5.897802197856375,0,31.000000002677552,13.0,15.168780763214782,0.0,31,31
GET,/square/4,910,0,0,5.828571428639487,0,31.000000002677552,14.0,15.168780763214782,0.0,31,31
GET,/square/5,910,0,0,5.854945054890557,0,16.00000000325963,14.0,15.168780763214782,0.0,16,16
GET,/square/6,910,0,0,5.935164835082705,0,16.00000000325963,14.0,15.168780763214782,0.0,16,16
GET,/square/7,910,0,0,5.819780219710562,0,31.9999999992433,14.0,15.168780763214782,0.0,32,32
GET,/square/8,910,0,0,6.165934065882959,0,31.000000002677552,14.0,15.168780763214782,0.0,31,31
GET,/square/9,910,0,0,5.7560439560892425,0,31.000000002677552,14.0,15.168780763214782,0.0,31,31
,Aggregated,10007,0,0,5.905466173676744,0,31.9999999992433,13.99880083941241,166.80658142581356,0.0,32,32
