Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,880,0,0,6.310227272718873,0,16.00000000325963,16.0,14.894780770058734,0.0,16,16
GET,/square/1,875,0,0,5.778285714273807,0,16.00000000325963,13.0,14.81015133386522,0.0,16,16
GET,/square/10,875,0,0,5.9805714285965745,0,31.000000002677552,15.0,14.81015133386522,0.0,31,31
GET,/square/2,875,0,0,5.9862857141997665,0,16.00000000325963,13.0,14.81015133386522,0.0,16,16
GET,/square/3,875,0,0,6.1897142857529355,0,31.9999999992433,13.0,14.81015133386522,0.0,32,32
GET,/square/4,875,0,0,6.332571428610079,0,16.00000000325963,14.0,14.81015133386522,0.0,16,16
GET,/square/5,875,0,0,6.00457142858899,0,16.00000000325963,14.0,14.81015133386522,0.0,16,16
GET,/square/6,875,0,0,5.86514285717359,0,46.999999998661224,14.0,14.81015133386522,0.0,47,47
GET,/square/7,875,0,0,6.404571428587327,0,16.00000000325963,14.0,14.81015133386522,0.0,16,16
GET,/square/8,875,0,0,5.762285714270547,0,16.00000000325963,14.0,14.81015133386522,0.0,16,16
GET,/square/9,875,0,0,6.221714285618093,0,31.000000002677552,14.0,14.81015133386522,0.0,31,31
,Aggregated,9630,0,0,6.076116303214471,0,46.999999998661224,14.00103842159917,162.9962941087109,0.0,47,47
