Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,901,0,0,6.06992230866422,0,16.00000000325963,16.0,15.018692288611968,0.0,16,16
GET,/square/1,911,0,0,5.709110867116053,0,31.000000002677552,13.0,15.185381437209216,0.0,31,31
GET,/square/10,911,0,0,6.2129527991496385,0,47.00000000593718,15.0,15.185381437209216,0.0,47,47
GET,/square/2,911,0,0,5.826564215161159,0,31.9999999992433,13.0,15.185381437209216,0.0,32,32
GET,/square/3,911,0,0,6.1459934138650745,0,16.00000000325963,13.0,15.185381437209216,0.0,16,16
GET,/square/4,911,0,0,5.286498353488472,0,16.00000000325963,14.0,15.185381437209216,0.0,16,16
GET,/square/5,911,0,0,6.445664105286186,0,31.000000002677552,14.0,15.185381437209216,0.0,31,31
GET,/square/6,911,0,0,5.618002195280295,0,31.9999999992433,14.0,15.185381437209216,0.0,32,32
GET,/square/7,911,0,0,6.133918770641392,0,16.00000000325963,14.0,15.185381437209216,0.0,16,16
GET,/square/8,911,0,0,5.917672886917049,0,30.999999995401595,14.0,15.185381437209216,0.0,31,31
GET,/square/9,911,0,0,5.413830955003265,0,30.999999995401595,14.0,15.185381437209216,0.0,31,31
,Aggregated,10011,0,0,5.888922185596362,0,47.00000000593718,13.99800219758266,166.87250666070412,0.0,47,47
