Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,853,0,0,5.927315357506684,0,31.9999999992433,16.0,14.219068375982674,0.0,32,32
GET,/square/1,916,0,0,6.328602620133534,0,16.00000000325963,13.0,15.269245758968498,0.0,16,16
GET,/square/10,915,0,0,5.895081967237225,0,31.000000002677552,15.0,15.252576276698882,0.0,31,31
GET,/square/2,916,0,0,5.462882096062815,0,16.00000000325963,13.0,15.269245758968498,0.0,16,16
GET,/square/3,916,0,0,5.890829694379446,0,16.00000000325963,13.0,15.269245758968498,0.0,16,16
GET,/square/4,915,0,0,6.2612021857916496,0,31.9999999992433,14.0,15.252576276698882,0.0,32,32
GET,/square/5,915,0,0,5.591256830547402,0,16.00000000325963,14.0,15.252576276698882,0.0,16,16
GET,/square/6,915,0,0,6.085245901630629,0,16.00000000325963,14.0,15.252576276698882,0.0,16,16
GET,/square/7,915,0,0,5.981420765057094,0,31.000000002677552,14.0,15.252576276698882,0.0,31,31
GET,/square/8,915,0,0,5.7508196721417715,0,16.00000000325963,14.0,15.252576276698882,0.0,16,16
GET,/square/9,915,0,0,6.030601092860423,0,16.00000000325963,14.0,15.252576276698882,0.0,16,16
,Aggregated,10006,0,0,5.927743353988527,0,31.9999999992433,13.987307615430742,166.79483958978034,0.0,32,32
