Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,886,0,0,5.836343115027973,0,16.00000000325963,16.0,14.769684360943122,0.0,16,16
GET,/square/1,914,0,0,5.836980306360699,0,31.000000002677552,13.0,15.236446394923266,0.0,31,31
GET,/square/10,913,0,0,5.74698795185836,0,16.00000000325963,15.0,15.219776322281119,0.0,16,16
GET,/square/2,914,0,0,6.063457330369393,0,31.000000002677552,13.0,15.236446394923266,0.0,31,31
GET,/square/3,914,0,0,5.702407002092148,0,47.00000000593718,13.0,15.236446394923266,0.0,47,47
GET,/square/4,914,0,0,6.241794310819538,0,30.999999995401595,14.0,15.236446394923266,0.0,31,31
GET,/square/5,913,0,0,5.561883899171009,0,31.9999999992433,14.0,15.219776322281119,0.0,32,32
GET,/square/6,913,0,0,6.221248630919381,0,31.9999999992433,14.0,15.219776322281119,0.0,32,32
GET,/square/7,913,0,0,5.699890470972513,0,31.9999999992433,14.0,15.219776322281119,0.0,32,32
GET,/square/8,913,0,0,5.9364731654745775,0,16.00000000325963,14.0,15.219776322281119,0.0,16,16
GET,/square/9,913,0,0,6.001095290267154,0,31.9999999992433,14.0,15.219776322281119,0.0,32,32
,Aggregated,10020,0,0,5.895508982035597,0,47.00000000593718,13.99431137724551,167.0341278743229,0.0,47,47
