Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,933,1,0,5.989281886399413,0,62.999999994644895,15.982851018220794,15.553204170347101,0.01667010093284791,63,63
GET,/square/1,909,0,0,5.7425742573789975,0,30.999999995401595,13.0,15.153121747958751,0.0,31,31
GET,/square/10,908,1,0,6.2455947136106165,0,16.00000000325963,14.983480176211454,15.136451647025904,0.01667010093284791,16,16
GET,/square/2,909,0,0,5.628162816251596,0,31.000000002677552,13.0,15.153121747958751,0.0,31,31
GET,/square/3,909,0,0,5.995599559928781,0,16.00000000325963,13.0,15.153121747958751,0.0,16,16
GET,/square/4,909,0,0,5.936193619370645,0,16.00000000325963,14.0,15.153121747958751,0.0,16,16
GET,/square/5,909,0,0,5.744774477505504,0,16.00000000325963,14.0,15.153121747958751,0.0,16,16
GET,/square/6,909,0,0,5.52035203519955,0,16.00000000325963,14.0,15.153121747958751,0.0,16,16
GET,/square/7,909,0,0,6.476347634758161,0,31.000000002677552,14.0,15.153121747958751,0.0,31,31
GET,/square/8,908,0,0,5.3414096916363665,0,31.000000002677552,14.0,15.136451647025904,0.0,31,31
GET,/square/9,908,0,0,6.166299559513611,0,47.00000000593718,14.0,15.136451647025904,0.0,47,47
,Aggregated,10020,2,0,5.889920159677716,0,62.999999994644895,14.001596806387225,167.03441134713606,0.03334020186569582,63,63
