Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,934,0,0,6.002141327568347,0,16.00000000325963,16.0,15.568943004838081,0.0,16,16
GET,/square/1,914,0,0,5.7888402626509,0,16.00000000325963,13.0,15.235560927646688,0.0,16,16
GET,/square/10,913,0,0,5.69003285881084,0,46.999999998661224,15.0,15.218891823787118,0.0,47,47
GET,/square/2,914,0,0,5.851203501131857,0,16.00000000325963,13.0,15.235560927646688,0.0,16,16
GET,/square/3,914,0,0,5.959518599419201,0,16.00000000325963,13.0,15.235560927646688,0.0,16,16
GET,/square/4,914,0,0,5.725382932166493,0,31.000000002677552,14.0,15.235560927646688,0.0,31,31
GET,/square/5,914,0,0,5.797592997778955,0,31.000000002677552,14.0,15.235560927646688,0.0,31,31
GET,/square/6,914,0,0,5.671772428972803,0,31.9999999992433,14.0,15.235560927646688,0.0,32,32
GET,/square/7,914,0,0,6.050328227426552,0,16.00000000325963,14.0,15.235560927646688,0.0,16,16
GET,/square/8,914,1,0,5.861050328327046,0,16.00000000325963,13.98468271334792,15.235560927646688,0.01666910385956968,16,16
GET,/square/9,913,0,0,6.192771084339836,0,31.9999999992433,14.0,15.218891823787118,0.0,32,32
,Aggregated,10072,1,0,5.872120730740872,0,46.999999998661224,14.00248212867355,167.89121407358581,0.01666910385956968,47,47
