Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,858,0,0,5.919580419561017,0,47.00000000593718,16.0,14.302649810889495,0.0,47,47
GET,/square/1,922,0,0,5.777657266784891,0,31.000000002677552,13.0,15.369514132447685,0.0,31,31
GET,/square/10,921,0,0,6.018458197593153,0,16.00000000325963,15.0,15.352844377423338,0.0,16,16
GET,/square/2,921,0,0,5.982627578752596,0,16.00000000325963,13.0,15.352844377423338,0.0,16,16
GET,/square/3,921,0,0,5.630836047791602,0,16.00000000325963,13.0,15.352844377423338,0.0,16,16
GET,/square/4,921,0,0,6.2052117264358735,0,16.00000000325963,14.0,15.352844377423338,0.0,16,16
GET,/square/5,921,0,0,5.706840390849206,0,16.00000000325963,14.0,15.352844377423338,0.0,16,16
GET,/square/6,921,0,0,5.754614549445483,0,16.00000000325963,14.0,15.352844377423338,0.0,16,16
GET,/square/7,921,0,0,6.1259500542491265,0,30.999999995401595,14.0,15.352844377423338,0.0,31,31
GET,/square/8,921,0,0,5.494028230189954,0,16.00000000325963,14.0,15.352844377423338,0.0,16,16
GET,/square/9,921,0,0,5.879478827346712,0,31.000000002677552,14.0,15.352844377423338,0.0,31,31
,Aggregated,10069,0,0,5.862846360115512,0,47.00000000593718,13.987387029496475,167.84776334014722,0.0,47,47
